Date,User,Post ID,Content,Sentiment
2025-03-08 06:12:26,@kenyan9542,3.5996967105429724e+18,Complaining juu ya poor support service from Safaricom. Shida tena!,negative
2025-05-21 22:51:28,@customer2493,1.7720433930579973e+18,Safaricom billing too costly sana dem mbaya 😡,negative
2024-05-27 08:46:06,@tech6953,5.651933143084196e+18,What do people think about Safaricom support worth?,neutral
2025-11-08 14:22:13,@kenyan8411,3.579538539019897e+18,What do people think about Safaricom coverage poa iko mbaya?,neutral
2023-11-08 04:32:03,@mombasa7964,4.669732830142658e+18,Good service today na Safaricom 😁,positive
2025-10-07 21:07:11,@tech7939,4.1082995169716874e+18,Safaricom bundles ni bei gani? fair iko fair,neutral
2023-02-23 00:55:25,@kenyan7127,1.2540261882490191e+18,innovations from Safaricom is amazing! Very satisfied dem shida sawa. 👍,positive
2023-06-05 08:24:22,@mombasa1717,1.0958764637263434e+18,Safaricom app usability facts na figures. ℹ️,neutral
2024-01-05 10:11:45,@customer8350,2.606617136027544e+18,Siwezi afford bundles tena shida ghali mbaya,negative
2024-09-23 20:55:34,@customer1218,1.691649885820277e+18,Safaricom delivers on app usability promises. Great work omoka ghali bana!,positive
2025-05-15 17:20:56,@user2710,6.105636842301915e+18,Safaricom billing facts na figures. ℹ️,neutral
2025-03-17 11:28:15,@user6626,3.404746851011356e+18,Safaricom innovations facts na figures. ℹ️,neutral
2025-05-13 03:20:29,@user5014,5.52979517585966e+18,"Great job @Safaricom_Care, ulisolve app usability yangu bana bei mtandao!",positive
2023-04-13 03:20:08,@kenyan1342,9.207744498424042e+18,Safaricom promotions ni bei gani? msee mbaya simu 🤔,neutral
2024-10-09 11:51:22,@mombasa5985,5.622790689792884e+18,Hii mtandao ya safaricom iko aje bana? 🤔,neutral
2024-05-06 05:53:56,@kenyan5655,2.9675896489139625e+18,Thanks @SafaricomPLC for the awesome network quality experience. Poa kabisa! 🔥,positive
2023-04-22 07:42:46,@mombasa2340,5.009950450469934e+18,Complaining juu ya poor coverage service from Safaricom. Shida tena! 🫤,negative
2023-04-18 22:04:27,@kenyan8973,7.109806445815114e+18,@SafricomPLC has the best M-Pesa in Kenya. Thumbs up pesa ghali simu! ❤️,positive
2025-02-23 02:34:07,@nairobi2649,2.631200831679089e+18,Safaricom network quality issues tena. Nimechoka na hii! 👎,negative
2023-04-19 05:18:54,@tech1698,2.699724999823396e+18,"@SafaricomPLC, your M-Pesa is terrible. Do better shida! 😭",negative
2024-06-13 14:21:17,@nairobi2433,7.652862283975505e+18,Can't stand the high prices for bundles 😤,negative
2023-10-17 05:24:16,@user4599,1.6599904633673405e+18,I liiiike coverage ya Safaricom pesa omoka sana,positive
2025-10-27 04:06:43,@mombasa4892,4.857265109639803e+18,Unhappy na mtandao quality from safaricom. si poa!,negative
2025-01-19 14:19:36,@mombasa2417,8.071523225470025e+18,Loving the fast promotions from @SafaricomPLC! Inaflow worth iko sawa sana! 🤩,positive
2023-08-08 13:00:03,@kenyan6050,4.035288235106899e+18,Safricom customer servce facts na figures. 🤔,neutral
2024-01-19 11:41:00,@mombasa5466,6.468148318976089e+18,Ghali kuliko competitors bana,negative
2025-02-26 00:21:14,@tech4733,3.608084005550855e+18,Safaricom network quality too costly kupenda msee sawa 😒,negative
2023-07-11 18:58:06,@tech6658,2.555473819142076e+18,BUNDLES ZIKO SAWA FAIR SANA WORTH 😁,positive
2024-06-12 20:38:08,@mombasa4413,1.6146434135477678e+18,Sawa na Safaricom bana 👏,positive
2024-07-26 10:59:55,@customer8083,7.395805658976933e+18,Bei ya bundels ni kiasi gani? 🤔,neutral
2025-09-03 20:57:48,@customer9458,6.486377623656631e+18,App yao inafurahisha afford kupenda msee 👍,positive
2025-02-17 23:53:08,@customer3996,5.044534212226558e+18,Not worth the bei msee bana bana 😡,negative
2025-05-09 09:16:06,@kenyan5283,5.585104990268542e+18,coverage service ni pathetic. Fix your stuff Safaricom bei tena sawa!,negative
2023-06-25 04:35:18,@nairobi3844,6.969216769232195e+18,Constantly having issues na coverage. Not good dem kupenda fair! 💀,negative
2024-04-04 02:51:43,@mombasa4491,6.294793684575598e+18,Bad experience na customer service at @Safaricom_Care. Mbaya! 😥,negative
2023-10-27 00:10:56,@kenyan2090,5.010751423241508e+18,Shida ya bei ya mtandao ghali omoka rada 🙄,negative
2025-04-22 03:41:09,@tech2892,6.226477914698515e+18,Safricom support update: what's new bana? 🤔,neutral
2023-12-05 20:55:48,@kenyan6084,7.845037053698321e+18,Positive vibes for @Safaricom_Care's handling of support. Sawa sana! ❤️,positive
2024-03-05 13:19:33,@tech6697,9.101539731957248e+18,Question about bundels activation,neutral
2025-11-25 07:15:43,@nairobi5048,2.9538487994155796e+18,WORST APP USABILITY EVER FROM SAFARICOM. VERY DISAPPOINTED BANA! 😭,negative
2024-09-20 01:12:20,@customer9747,8.062576578227957e+18,ANYONE USING THE NEW INNOVATIONS FEATURE KUPENDA PESA KUPENDA? 💭,neutral
2025-12-09 07:52:31,@customer1720,1.7200773147172132e+18,Solid app usability from Safaricom dem rada dem 😁,positive
2025-12-25 23:42:34,@customer7613,3.088048241827039e+18,Safaricom coverage facts na figures. ℹ️,neutral
2024-11-23 20:45:47,@nairobi6716,7.140089403963255e+18,"@SafaricomPLC, your mtandao is terrible. Do better shida fair dem! 😭",negative
2023-02-15 01:29:01,@kenyan7870,7.546230179122569e+18,@SafaricomPLC has the best customer service in Kenya. Thumbs up msee msee bana! 😁,positive
2023-06-17 23:41:15,@nairobi6304,4.4149996527103493e+18,Bei kubwa sana hii support 😥,negative
2023-02-23 16:48:04,@nairobi8650,5.791916576435527e+18,Discussing bundles na @Safaricom_Care. Msee? 😐,neutral
2025-09-12 20:51:40,@nairobi7401,4.772568755569922e+18,network quality from Safaricom is amazing! Very satisfied omoka kupenda shida.,positive
2025-09-11 01:57:20,@nairobi5654,7.481993993665628e+18,Safaricom's internet speed is overpriced na underdelivers bana shida iko. 💀,negative
2025-06-16 01:05:28,@kenyan6628,8.353888402724269e+18,Bad experience na support at @Safaricom_Care. Mbaya! 😤,negative
2023-03-20 13:09:14,@user5745,5.325721323573641e+18,Bei kubwa sana hii mtandao,negative
2023-03-04 17:40:25,@nairobi2644,8.830903978816375e+18,Safaricom ni poa tu worth worth mtandao 🔥,positive
2025-07-08 10:18:57,@mombasa4006,4.0203654144646093e+18,How does Safaricom's Bonga Points work shida pesa fair? 😐,neutral
2025-11-01 19:27:10,@user6079,9.721393768259561e+18,Impressed na mtandao improvements by Safaricom. Keep it up bana! 😍,positive
2025-09-26 22:11:38,@kenyan2970,9.700273442462472e+18,Unhappy na coverage quality from Safaricom. Si poa! 🫤,negative
2025-10-22 04:34:01,@nairobi8256,4.439391759616994e+18,Network inafanya vizuri leo bana 😍,positive
2025-12-03 08:40:46,@nairobi1891,2.2526470091190016e+18,Happy na my Bonga Points from Safaricom. 5 stars bana!,positive
2024-12-13 19:14:50,@user8342,6.586266360512897e+18,Info on Bonga Points costs shida worth sawa 💭,neutral
2023-07-18 09:26:29,@tech3838,6.062040833118672e+18,Unhappy na app usability quality from Safaricom. Si poa! 🫤,negative
2024-02-11 23:30:28,@user8574,8.668299151733775e+18,Safaricom bundles ziko bei mbaya bana 😤,negative
2025-12-08 15:42:43,@kenyan1071,9.778984781288368e+18,Looking for details on mtandao from Safaricom worth sana bei. 📱,neutral
2023-12-19 01:25:39,@tech2538,7.144910212367418e+18,SAFRICOM'S BILLING HAIKO RELIABLE. FRUSTRATING SANA! 👎,negative
2024-10-03 15:05:03,@customer1018,9.017216934684758e+18,Solid mtandao from Safricom mtandao tena sawa 🔥,positive
2024-09-05 16:12:45,@customer2350,5.506599026027953e+18,Good service today na Safaricom,positive
2023-05-14 05:05:29,@mombasa3057,6.628974108722744e+18,Kuna update juu ya bei ya billing? 🤔,neutral
2025-09-03 06:41:46,@tech2156,5.755956912151119e+18,Just saw ad juu ya Safaricom mtandao.,neutral
2023-03-13 16:16:42,@kenyan7217,9.845496673651024e+18,"@Safaricom_Care, info on app usability tafadhali.",neutral
2023-08-10 00:29:04,@tech6760,7.510146691575954e+18,Safricom innovations update: what's new bana? 📱,neutral
2023-07-02 14:33:53,@nairobi9560,9.920867749623253e+18,Super happy na how Safaricom handles customer service. Poa! 🔥,positive
2023-11-18 18:01:48,@mombasa6695,1.8148767068825495e+18,Positive vibes for @Safaricom_Care's handling of coverage. Sawa sana! ❤️,positive
2023-10-06 15:54:13,@customer8987,5.312109541211981e+18,Safaricom Bonga Points facts na figures. ℹ️,neutral
2025-10-26 07:40:05,@customer1260,2.5925422825018675e+18,Question juu ya app usability from @SafaricomPLC. Naweza sana afford msee? 🤔,neutral
2024-11-21 01:49:32,@nairobi1421,5.028776746985772e+18,I like promotions ya Safaricom kupenda afford shida 👏,positive
2024-07-17 01:37:27,@customer4023,5.883010100328752e+18,@SafaricomPLC has the best coverage in Kenya. Thumbs up fair! 😊,positive
2023-07-13 14:40:55,@customer4846,3.5441763507852933e+18,Bei kubwa sana hii customer servce 😡,negative
2025-02-11 11:58:20,@mombasa4018,1.5505338630518602e+18,"@Safaricom_Care, mbona network quality iko slow pesa kupenda afford? Fix it bana!",negative
2025-01-01 02:32:04,@customer5222,1.4336334353938583e+18,How to check network quality balance?,neutral
2023-01-25 02:15:48,@kenyan1360,8.505687563655665e+18,What do people think about Safaricom app usability kupenda? 🤔,neutral
2025-08-27 00:25:34,@kenyan9930,1.1407147633597825e+18,How to check mtandao balance?,neutral
2023-03-16 10:35:14,@customer7381,4.519153075776519e+18,LOOKING FOR DETAILS ON SUPPORT FROM SAFARICOM POA.,neutral
2024-03-19 15:57:44,@tech8314,2.2238661690696476e+18,ANYONE USING THE NEW NETWORK QUALITY FEATURE IKO MSEE MBAYA?,neutral
2024-11-19 07:34:09,@user9659,3.674439239991591e+18,Internet speed ni bei mbaya sana bana 🙄,negative
2025-10-10 00:02:53,@kenyan7978,4.1055026203284014e+18,Loving the fast Bonga Points from @SafaricomPLC! Inaflow worth sana! ❤️,positive
2024-12-07 15:46:51,@user4021,1.041243725441902e+18,Safaricom bundles ziko bei mbaya bana 👎,negative
2023-11-18 21:10:47,@user2524,2.547028276241914e+18,Looking for details on mtandao from Safaricom bana kupenda shida. ℹ️,neutral
2024-02-08 22:32:04,@kenyan2781,3.309169717344314e+18,Just saw ad juu ya Safaricom promotions. 😐,neutral
2025-05-11 05:01:32,@kenyan9949,6.72100628110654e+18,Bonga points inagonga mfuko mbaya 😒,negative
2023-01-02 01:17:34,@kenyan5865,9.305891631131982e+18,JUST SAW AD JUU YA SAFARICOM COVERAGE. 📱,neutral
2024-06-02 09:36:17,@kenyan1603,4.446571915668457e+18,Info on Bonga Points costs dem omoka mtandao ℹ️,neutral
2024-10-04 12:55:42,@tech2915,3.524904344224984e+18,Bei ni fair lakini service poa sana 🔥,positive
2024-08-08 16:09:12,@nairobi1872,3.9783373456510356e+18,Checking out internet speed options na Safricom. Kuna nini rada?,neutral
2025-08-04 07:31:22,@tech8154,5.857348174513059e+18,Kuna update juu ya bei ya coverage?,neutral
2023-08-18 14:43:44,@kenyan2804,9.979421664503124e+18,APP YAO INAFURAHISHA FAIR 😍,positive
2025-07-04 14:08:54,@user7043,2.225215721922786e+18,Complaining juu ya poor Bonga Points service from Safaricom. Shida tena! 💀,negative
2025-06-19 07:25:40,@customer6173,7.795272804204025e+18,Bei kubwa sana hii M-Pesa 🙄,negative
2025-06-03 12:37:32,@tech7717,1.509450694482807e+18,NOT BAD AT ALL HII INTERNET SPEED 👏,positive
2023-06-12 21:21:31,@customer5313,2.1882871927848305e+18,Anyone using the new billing feature rada sana bana? 💭,neutral
2025-06-17 09:39:13,@mombasa2290,9.615338159472458e+18,Anyone using the new bundles feature poa sana haraka? ℹ️,neutral
2023-06-21 02:52:52,@mombasa1287,1.702090242379356e+18,Just saw ad juu ya safaricom billing. ℹ️,neutral
2023-08-10 10:53:23,@customer2337,7.205439911329951e+18,Safaricom's coverage iko top-notch. Excellent service dem afford kupenda! 🤩,positive
2023-10-20 16:39:19,@mombasa4671,3.6974322905765135e+18,Safaricom's network quality iko top-notch. Excellent service omoka sana pesa! 😂,positive
2024-04-24 13:05:35,@kenyan1393,3.3394159253529544e+18,Kuna update juu ya bei ya M-Pesa? 📱,neutral
2025-09-07 17:15:52,@customer3164,8.732176693295654e+18,I liiiike customer service ya Safaricom mbaya ghali fair 😂,positive
2023-08-23 10:45:52,@customer2249,1.5630551973107453e+18,"Great job @Safaricom_Care, ulisolve app usability yangu bana! 🤩",positive
2025-04-02 12:42:24,@tech2616,9.06096492330444e+18,"@safaricomplc, your network quality is terrible. do better shida afford afford! 😡",negative
2025-04-04 05:47:15,@tech1281,3.5782409451169085e+18,Safaricom app usability update: what's new bana? 🤔,neutral
2025-01-04 11:47:39,@tech4245,2.2337118194582968e+18,CAN'T STAND THE HIGH PRICES FOR MTANDAO 😡,negative
2025-11-06 12:38:49,@kenyan4514,4.94185545377492e+18,LOOKING FOR DETAILS ON NETWORK QUALITY FROM SAFARICOM WORTH.,neutral
2023-05-16 10:15:44,@kenyan4169,8.971681706086395e+18,Internet speed problems na safaricom. annoying sana bana! 🙄,negative
2024-08-05 15:45:49,@user8240,1.4330438827038953e+18,Bei ni fair lakini service poa sana,positive
2024-01-04 22:39:26,@tech3413,7.768376413716636e+18,CUSTOMER SERVICE NI GHALI SANA MTANDAO PESA GHALI 😤,negative
2025-06-17 17:15:09,@customer3171,8.269106524986466e+18,App yao inafurahisha msee iko pesa,positive
2023-12-21 22:23:32,@mombasa2332,5.228882557437437e+18,What do people think about Safaricom internet speed dem msee poa? ℹ️,neutral
2025-11-04 08:26:48,@kenyan8372,5.471002668487125e+18,I liiiike internet speed ya Safaricom poa 🔥,positive
2024-06-27 02:53:15,@customer2871,8.198247181004231e+18,"@SafaricomPLC, your internet speed is terrible. Do better afford fair kupenda!",negative
2025-01-22 08:16:52,@user6991,9.8768898885938e+18,BEST NETWORK PROVIDER THANKS TO EXCELLENT SUPPORT BANA MSEE IKO! 👍,positive
2025-12-01 00:12:23,@nairobi9607,9.354873132627829e+18,Bonga Points inagonga mfuko mbaya 🙄,negative
2024-12-01 06:05:29,@mombasa3962,2.8663032356322355e+18,Safricom ni poa tu haraka,positive
2023-03-01 17:06:36,@customer8749,5.97141787436535e+18,Complaining juu ya poor Bonga Points servce from Safricom. Shida tena! 🙄,negative
2025-10-11 05:24:52,@customer8531,4.6045720128378194e+18,Worst bundles ever from Safaricom. Very disappointed bana! 😭,negative
2025-03-11 15:03:03,@kenyan6246,2.8906935894481085e+18,Complaining juu ya poor network quality service from Safaricom. Shida tena! 😒,negative
2024-10-08 21:25:50,@user9974,7.301608754438522e+18,WORST INTERNET SPEED EVER FROM SAFARICOM. VERY DISAPPOINTED BANA! 😭,negative
2025-10-28 15:46:44,@nairobi3723,8.197983148154378e+18,Neutral opinion juu ya Safaricom's Bonga Points. 🤔,neutral
2025-06-02 20:28:36,@kenyan2281,6.549646847604159e+18,Safaricom bundles ziko bei mbaya bana 😥,negative
2023-09-20 12:23:38,@nairobi3907,2.4241517712160466e+18,Checking out promotions options na Safaricom. Kuna nini tena msee tena? 💭,neutral
2025-02-16 16:04:51,@customer6358,5.130656136280298e+18,Bei high lakini service slow,negative
2023-11-20 06:20:06,@mombasa5132,5.815751420944824e+18,Disappointed na support from @SafaricomPLC. Inahitaji improvement simu mtandao sana.,negative
2025-01-22 02:15:31,@tech3268,6.88675292319564e+18,Hii Bonga Points ya Safaricom iko aje bana? ℹ️,neutral
2023-11-24 14:50:26,@customer2403,6.532571028356319e+18,Question juu ya app usability from @safaricomplc. naweza msee sawa bana? 📱,neutral
2025-09-17 11:34:10,@tech5581,6.195630101364432e+18,Info on innovations costs tena,neutral
2023-05-03 20:14:14,@kenyan6865,4.746819345993986e+18,Neutral opinion juu ya Safaricom's coverage. 💭,neutral
2023-08-25 20:45:56,@customer7493,4.0822766007849057e+18,Safaricom promotions is reliable and efficient. Love it bei rada omoka! 😂,positive
2024-01-25 08:54:33,@tech1164,8.095678962393499e+18,Thumbs up kwa internet speed yao poa 👍,positive
2025-10-05 12:54:52,@user1451,5.023436690546323e+18,PROMOTIONS PROBLEMS NA SAFARICOM. ANNOYING SANA BANA! 🫤,negative
2023-02-25 11:59:26,@user5821,2.2724060589333284e+18,Safaricom network quality facts na figures.,neutral
2023-05-27 05:13:27,@user6507,4.2465649926232494e+18,Question juu ya internet speed from @SafaricomPLC. Naweza rada pesa simu? ℹ️,neutral
2023-04-05 02:29:14,@mombasa2113,2.354311639786689e+18,Safaricom delivers on bundles promises. Great work mtandao haraka tena! 😍,positive
2025-01-04 00:42:24,@user1537,5.271287814329854e+18,Safaricom delivers on customer service promises. Great work poa rada dem! 😁,positive
2023-07-14 10:45:39,@customer6396,9.427775763587645e+18,Safaricom coverage issues tena. Nimechoka na hii! 😡,negative
2025-01-19 22:38:40,@nairobi2054,8.665342508168411e+18,Bei ya bundles ni kiasi gani? 📱,neutral
2023-12-13 10:31:22,@tech3745,6.732295632978492e+18,Shida ya bei ya customer service afford kupenda bana 😥,negative
2024-03-19 14:00:41,@user6496,4.232916909088609e+18,GOOD SERVICE TODAY NA SAFARICOM 😍,positive
2024-12-14 13:41:49,@user4788,7.670695570321749e+18,Safaricom mtandao issues tena. Nimechoka na hii! 😡,negative
2025-06-13 13:21:42,@kenyan7971,9.426868542554546e+18,Overpriced msee na Safaricom,negative
2024-06-16 01:08:22,@nairobi8323,4.78586006399079e+18,Just saw ad juu ya Safaricom innovations. 😐,neutral
2024-04-20 10:53:41,@tech7434,4.363345484100929e+18,Thanks @safricomplc for the awesome network quality experience. poa kabisa! 😍,positive
2025-10-15 10:07:23,@user2860,7.409526182817879e+18,Question about innovations activation 🤔,neutral
2025-08-25 16:27:28,@nairobi3694,1.7538226102549092e+18,Safaricom network quality issues tena. Nimechoka na hii! 🫤,negative
2025-05-14 10:13:32,@kenyan9088,8.638766912152959e+18,Safricom's billing iko top-notch. Excellent servce sana pesa iko! 😁,positive
2023-09-19 19:28:35,@tech8819,5.932084386114065e+18,Thumbs up kwa promotions yao poa,positive
2023-09-25 07:53:01,@mombasa3312,3.0077974858697073e+18,"Great job @Safaricom_Care, ulisolve billing yangu bana rada tena! 👍",positive
2023-12-21 02:18:52,@user8017,8.78016814252199e+18,Super happy na how Safricom handles Bonga Points. Poa!,positive
2024-02-11 18:13:23,@user4506,2.520847182261661e+18,Siwezi afford bundles tena fair rada pesa,negative
2023-04-23 23:35:37,@mombasa9496,9.9042263792035e+18,customer service service ni pathetic. Fix your stuff Safaricom haraka bana fair! 👎,negative
2025-02-02 12:12:11,@user7281,7.695498028681295e+18,Worst internet speed ever from safaricom. very disappointed bana! 🙄,negative
2023-09-11 18:44:11,@nairobi7745,9.517622824243536e+18,Thumbs up kwa internet speed yao poa,positive
2023-10-01 07:05:05,@tech1974,4.33921239930735e+18,Good servce today na Safricom ❤️,positive
2025-02-19 20:19:59,@nairobi9990,5.519566298603735e+18,Network inafanya vizuri leo bana,positive
2024-04-20 10:51:04,@kenyan6370,8.695668693241918e+18,How does Safaricom's innovations work tena kupenda haraka? 🤔,neutral
2025-07-16 13:37:14,@nairobi5304,1.2888311209544676e+18,support ni ghali sana tena afford poa 💀,negative
2023-07-08 04:52:23,@nairobi7977,6.732874111072962e+18,NEUTRAL OPINION JUU YA SAFARICOM'S SUPPORT. 🤔,neutral
2024-06-12 23:53:42,@tech4337,7.981787422365048e+18,Loving the value in Bonga Points bana 👍,positive
2024-02-03 07:06:54,@user9732,1.1282240868773761e+18,Neutral opinion juu ya Safaricom's M-Pesa. 🤔,neutral
2023-01-25 05:49:59,@user6771,5.126360498695965e+18,Safaricom support inatosha vizuri omoka 😊,positive
2023-01-04 04:18:38,@kenyan4965,3.0046086454694856e+18,Question juu ya internet speed from @SafaricomPLC. Naweza ghali poa omoka? 💭,neutral
2023-09-12 17:06:13,@user2234,2.7314566233726065e+18,Just saw ad juu ya Safaricom bundles. 😐,neutral
2024-07-08 22:27:30,@customer3429,8.138197360677833e+18,bundles inagonga mfuko mbaya 🙄,negative
2025-06-19 20:14:01,@mombasa4898,2.4267682456507187e+18,Safaricom Bonga Points is reliable and efficient. Love it haraka poa poa!,positive
2023-08-27 15:22:44,@nairobi2885,1.446887390289996e+18,"@Safaricom_Care, info on bundles tafadhali. 🤔",neutral
2024-06-26 12:33:42,@kenyan1066,1.598224502398548e+18,Hii bundles ya safaricom iko aje bana? ℹ️,neutral
2025-04-12 18:31:55,@nairobi2544,7.133330547894736e+18,Expensive sana hii data sawa msee shida 👎,negative
2025-08-14 09:06:39,@kenyan6303,7.337504407439059e+18,Looking for details on mtandao from Safaricom pesa. 💭,neutral
2024-09-24 05:34:16,@tech7242,2.605432513388579e+18,Worst Bonga Points ever from Safaricom. Very disappointed bana! 👎,negative
2023-11-25 12:09:34,@user1974,3.474105874942314e+18,"@Safaricom_Care, mbona billing iko slow worth mbaya tena? Fix it bana! 😡",negative
2023-06-08 22:29:51,@user9902,6.681877401755768e+18,Bei ni fair lakini service poa sana ❤️,positive
2025-02-15 05:20:37,@nairobi3161,7.397318709570853e+18,Bundles ziko sawa fair iko mbaya 🔥,positive
2023-10-18 05:46:50,@mombasa5306,2.718980631576149e+18,Safaricom bundles ziko bei mbaya bana 😭,negative
2025-11-24 22:03:34,@mombasa4516,7.694568857399551e+18,Safaricom mtandao is reliable and efficient. Love it rada!,positive
2025-02-12 13:23:04,@kenyan3176,1.110421754158995e+18,SAFARICOM M-PESA AVAILABILITY SIMU PESA PESA 📱,neutral
2025-07-06 00:45:40,@user7421,4.5280621703644355e+18,app usability ni bei mbaya sana bana 🙄,negative
2024-10-12 12:31:16,@customer2360,1.7481524487296123e+18,Safaricom app usability inatosha vizuri omoka kupenda ghali 😍,positive
2023-09-14 07:52:19,@mombasa7314,2.648073341696021e+18,Safricom internet speed update: what's new bana? 😐,neutral
2024-08-28 21:31:16,@nairobi4613,8.022969013586784e+18,SAFARICOM BUNDLES ZIKO BEI MBAYA BANA,negative
2025-07-13 15:15:54,@kenyan4621,8.677994978452358e+18,Inquiring about bundels servces at @SafricomPLC bei shida bana. 💭,neutral
2024-04-16 17:16:05,@tech1252,7.120429207873942e+18,Anyone using the new M-Pesa feature shida dem pesa?,neutral
2025-09-09 22:19:10,@user7681,7.945555623921612e+18,Bei ya bundels ni kiasi gani?,neutral
2025-11-24 13:50:37,@mombasa9299,9.490758536436474e+18,Kuna update juu ya bei ya network quality?,neutral
2023-10-27 01:01:05,@nairobi1594,9.47147492192953e+18,Bei ni fair lakini servce poa sana 🔥,positive
2025-04-09 04:03:42,@tech9532,5.938483262690972e+18,Hii mtandao ya Safaricom iko aje bana?,neutral
2025-11-12 15:25:23,@user6928,8.05335518360287e+18,Constantly having issues na internet speed. Not goooood bana pesa dem! 👎,negative
2023-05-03 15:26:15,@tech7195,4.419007316527462e+18,Looking for details on billing from Safricom sawa mbaya fair.,neutral
2024-03-28 21:21:30,@kenyan7467,7.401431095052532e+18,Sawa na safaricom bana 😁,positive
2024-02-19 17:52:16,@customer4000,8.921242533490785e+18,coverage inagonga mfuko mbaya 👎,negative
2025-03-18 06:46:26,@mombasa2339,3.3440420319980897e+18,Disappointed na M-Pesa from @SafaricomPLC. Inahitaji improvement ghali ghali rada. 😭,negative
2023-08-11 22:18:39,@customer7754,6.752550907192433e+18,Thumbs up kwa network quality yao poa,positive
2025-06-06 11:37:24,@mombasa5429,9.186132051668832e+18,Safaricom network quality availability haraka omoka poa,neutral
2023-08-11 14:00:49,@customer7682,2.6318651049285356e+18,Complaining juu ya poor coverage servce from Safricom. Shida tena! 😭,negative
2025-09-05 15:54:41,@mombasa9506,6.281564615891702e+18,Question juu ya network quality from @SafaricomPLC. Naweza omoka mbaya mbaya? ℹ️,neutral
2024-06-13 02:38:37,@mombasa9393,3.508169629862688e+18,Not bad at all hii coverage 😂,positive
2023-04-07 18:08:27,@kenyan8857,9.088064313190989e+18,Safaricom innovations ni bei gani? iko afford bei 📱,neutral
2024-07-22 17:39:44,@mombasa7806,7.82627270181043e+18,Safaricom's billing iko top-notch. Excellent service mbaya omoka bana! 👏,positive
2025-01-22 21:09:27,@customer6864,9.915882625125296e+18,Good service today na Safaricom,positive
2025-08-16 09:37:59,@user8466,7.597890665520358e+18,Inquiring about internet speed services at @SafaricomPLC haraka.,neutral
2023-03-25 14:01:27,@customer3880,8.894044482214594e+18,Not bad at all hii billing 😍,positive
2023-03-20 23:37:14,@user5789,1.338757271764469e+18,Constantly having issues na app usability. not good sawa rada mtandao! 🫤,negative
2023-04-01 05:53:01,@kenyan8762,6.710947011691912e+18,support inagonga mfuko mbaya 😡,negative
2025-12-23 06:27:07,@nairobi3197,4.995057128886017e+18,Network inafanya vizuri leo bana 😂,positive
2023-07-05 04:56:19,@user4451,3.8406458053029304e+18,Safaricom's innovations haiko reliable. Frustrating sana! 😡,negative
2023-07-11 20:56:04,@customer6562,1.196145383562413e+18,Solid bundels from Safricom ghali worth ghali 👍,positive
2023-10-19 07:34:32,@kenyan6079,2.636791197821782e+18,promotions service ni pathetic. Fix your stuff Safaricom mtandao afford tena!,negative
