created_at,username,post_id,text,sentiment,clean_text
2025-07-16 03:14:43,@nairobi8805,8.390634289551448e+18,Worst network quality ever from Safaricom. Very disappointed bana! 🙄,negative,worst network quality ever from safaricom. very disappointed bana! :face_with_rolling_eyes:
2023-08-11 10:27:02,@nairobi3451,9.899077806156696e+18,How does Safricom's Bonga Points work shida omoka afford?,neutral,how does safricom's bonga points work shida omoka afford?
2024-12-15 03:12:01,@nairobi9268,8.582178701773747e+18,Not bad at all hii app usability 🔥,positive,not bad at all hii app usability :fire:
2023-11-03 19:11:36,@kenyan3477,2.290668180446916e+18,Complaining juu ya poor bundles service from Safaricom. Shida tena! 😭,negative,complaining juu ya poor bundles service from safaricom. shida tena! :loudly_crying_face:
2023-01-20 19:35:59,@nairobi8342,1.846828918187664e+18,What do people think about Safaricom internet speed omoka omoka bei?,neutral,what do people think about safaricom internet speed omoka omoka bei?
2024-08-11 22:10:53,@mombasa5366,3.913559243194043e+18,M-PESA PROBLEMS NA SAFRICOM. ANNOYING SANA BANA! 👎,negative,m-pesa problems na safricom. annoying sana bana! :thumbs_down:
2024-02-21 11:43:24,@tech9495,2.6116668142628526e+18,Worth every pesa sawa worth shida,positive,worth every pesa sawa worth shida
2024-11-07 21:06:40,@mombasa4060,2.8553031071608253e+18,Bundles ziko sawa dem ghali haraka 👏,positive,bundles ziko sawa dem ghali haraka :clapping_hands:
2023-05-23 11:13:18,@user4538,7.263882083263729e+18,Just saw ad juu ya Safaricom Bonga Points. ℹ️,neutral,just saw ad juu ya safaricom bonga points. :information:
2023-12-18 00:27:26,@nairobi4685,8.52176123410639e+18,Info on app usability costs kupenda simu poa,neutral,info on app usability costs kupenda simu poa
2025-03-18 02:10:14,@kenyan8477,2.7542415025260687e+18,Not worth the bei mbaya dem rada 😤,negative,not worth the bei mbaya dem rada :face_with_steam_from_nose:
2023-11-19 00:54:14,@kenyan4733,4.585968522631495e+18,Happy na my innovations from Safaricom. 5 stars bana! 😍,positive,happy na my innovations from safaricom. 5 stars bana! :smiling_face_with_heart-eyes:
2023-08-22 03:04:00,@nairobi3104,7.49243719039628e+18,Expensive sana hii data mtandao,negative,expensive sana hii data mtandao
2023-11-13 14:58:43,@user9991,6.569820284977612e+18,Looking for details on support from Safricom mtandao sana kupenda. 📱,neutral,looking for details on support from safricom mtandao sana kupenda. :mobile_phone:
2024-04-17 11:00:32,@tech3502,1.6375598759529836e+18,Not worth the bei omoka sawa simu,negative,not worth the bei omoka sawa simu
2024-01-24 11:58:30,@user9628,3.46424150328207e+18,Anyone using the new app usability feature haraka? 🤔,neutral,anyone using the new app usability feature haraka? :thinking_face:
2025-05-14 08:18:47,@nairobi9956,4.355930250121894e+18,"Je, support inafanya aje siku hizi tena dem worth?",neutral,"je, support inafanya aje siku hizi tena dem worth?"
2024-03-12 15:19:13,@user5989,7.416144355731226e+18,Safaricom coverage inatosha vizuri sana tena pesa 😊,positive,safaricom coverage inatosha vizuri sana tena pesa :smiling_face_with_smiling_eyes:
2024-12-09 19:15:49,@kenyan8180,9.415398368069698e+18,Happy na my coverage from safaricom. 5 stars bana! 😂,positive,happy na my coverage from safaricom. 5 stars bana! :face_with_tears_of_joy:
2023-07-20 14:56:43,@kenyan7239,8.774741740617357e+18,Disappointed na promotions from @SafricomPLC. Inahitaji improvement worth shida mbaya.,negative,disappointed na promotions from . inahitaji improvement worth shida mbaya.
2023-01-08 09:18:08,@tech2561,6.619900895293908e+18,Looking for details on mtandao from Safaricom mtandao fair kupenda. ℹ️,neutral,looking for details on mtandao from safaricom mtandao fair kupenda. :information:
2023-02-14 03:17:49,@user1461,7.860067210475436e+18,"Je, customer service inafanya aje siku hizi sana bei bei?",neutral,"je, customer service inafanya aje siku hizi sana bei bei?"
2025-06-24 02:40:22,@user3607,5.59869577690126e+18,What do people think about Safaricom support simu worth sana?,neutral,what do people think about safaricom support simu worth sana?
2024-08-08 11:06:04,@mombasa6377,5.511594143538828e+18,coverage inagonga mfuko mbaya 😡,negative,coverage inagonga mfuko mbaya :enraged_face:
2025-09-19 15:20:28,@tech9104,6.200961952520872e+18,Bei kubwa sana hii internet speed,negative,bei kubwa sana hii internet speed
2025-01-21 16:39:04,@mombasa9044,3.797485325843965e+18,@SafaricomPLC has the best app usability in Kenya. Thumbs up bei ghali fair! 😊,positive,has the best app usability in kenya. thumbs up bei ghali fair! :smiling_face_with_smiling_eyes:
2024-06-01 11:19:58,@tech8693,5.985046495646957e+18,Bei ya innovations imepanda tena shida 👎,negative,bei ya innovations imepanda tena shida :thumbs_down:
2025-10-24 04:13:32,@customer4831,5.124134327983236e+18,Info on M-Pesa costs dem,neutral,info on m-pesa costs dem
2024-05-07 04:45:04,@customer9274,2.868841393691075e+18,network quality inagonga mfuko mbaya 👎,negative,network quality inagonga mfuko mbaya :thumbs_down:
2025-10-10 20:05:47,@user5869,2.33155762763019e+18,Solid customer service from Safaricom afford rada kupenda 👍,positive,solid customer service from safaricom afford rada kupenda :thumbs_up:
2023-09-28 22:00:01,@tech1762,9.45377459033493e+18,promotions from Safaricom is amazing! Very satisfied haraka tena pesa. 😁,positive,promotions from safaricom is amazing! very satisfied haraka tena pesa. :beaming_face_with_smiling_eyes:
2023-08-17 05:31:13,@kenyan3924,2.2590782384383675e+18,Safaricom support facts na figures. 😐,neutral,safaricom support facts na figures. :neutral_face:
2024-04-28 08:59:39,@user4379,1.969961350525376e+18,Overpriced msee na Safaricom 👎,negative,overpriced msee na safaricom :thumbs_down:
2025-06-21 00:50:37,@user7355,5.172182695931027e+18,Safaricom's promotions haiko reliable. Frustrating sana!,negative,safaricom's promotions haiko reliable. frustrating sana!
2025-09-10 10:36:00,@user7330,7.574710903235434e+18,INTERNET SPEED NI BEI MBAYA SANA BANA 👎,negative,internet speed ni bei mbaya sana bana :thumbs_down:
2023-03-04 02:00:43,@tech4383,6.728550713079584e+18,Checking out network quality options na Safaricom. Kuna nini rada rada bei? 💭,neutral,checking out network quality options na safaricom. kuna nini rada rada bei? :thought_balloon:
2024-11-28 07:30:36,@customer7926,9.255053475503294e+18,Bei ni fair lakini servce poa sana 😍,positive,bei ni fair lakini servce poa sana :smiling_face_with_heart-eyes:
2024-07-10 07:30:59,@mombasa9083,8.872515670526209e+18,Safricom bundels ziko bei mbaya bana 😭,negative,safricom bundels ziko bei mbaya bana :loudly_crying_face:
2025-01-28 11:17:32,@customer2782,4.353215067988888e+18,Bei kubwa sana hii coverage,negative,bei kubwa sana hii coverage
2024-10-07 04:50:54,@user4200,2.782126264334476e+18,Unhappy na internet speed quality from Safaricom. Si poa!,negative,unhappy na internet speed quality from safaricom. si poa!
2023-07-06 20:23:11,@mombasa4658,7.802838723922623e+18,BEI YA INTERNET SPEED IMEPANDA TENA SHIDA 👎,negative,bei ya internet speed imepanda tena shida :thumbs_down:
2024-05-17 23:24:48,@mombasa3533,9.236808639368948e+18,SAFARICOM APP USABILITY ISSUES TENA. NIMECHOKA NA HII! 💀,negative,safaricom app usability issues tena. nimechoka na hii! :skull:
2024-07-18 23:27:59,@customer8390,2.31228439891868e+18,Anyone using the new network quality feature haraka?,neutral,anyone using the new network quality feature haraka?
2025-01-07 12:43:44,@mombasa1102,6.533206858503687e+18,Bonga Points inagonga mfuko mbaya 😥,negative,bonga points inagonga mfuko mbaya :sad_but_relieved_face:
2023-08-07 03:03:47,@mombasa9145,1.2773696726790234e+18,I like promotions ya safricom simu poa omoka,positive,i like promotions ya safricom simu poa omoka
2025-07-07 07:32:10,@tech9038,4.031590504718268e+18,M-Pesa service ni pathetic. Fix your stuff Safaricom omoka!,negative,m-pesa service ni pathetic. fix your stuff safaricom omoka!
2024-09-09 12:07:08,@user3485,7.523890455971178e+18,Neutral opinion juu ya safaricom's customer service.,neutral,neutral opinion juu ya safaricom's customer service.
2024-03-16 08:46:33,@nairobi8365,2.1071885419612283e+18,Safaricom promotions availability omoka,neutral,safaricom promotions availability omoka
2025-10-12 21:07:30,@mombasa2888,5.684545369419573e+18,Best network provider thanks to excellent innovations dem! 🤩,positive,best network provider thanks to excellent innovations dem! :star-struck:
2025-07-19 13:23:04,@kenyan5231,8.957184213110201e+18,How does Safaricom's internet speed work iko sana afford? 😐,neutral,how does safaricom's internet speed work iko sana afford? :neutral_face:
2024-03-24 00:20:53,@kenyan7924,3.819509304733671e+18,Solid coverage from Safaricom worth simu shida ❤️,positive,solid coverage from safaricom worth simu shida :red_heart:
2025-06-07 17:12:35,@customer3363,7.2406278228508e+18,Just saw ad juu ya safaricom customer service.,neutral,just saw ad juu ya safaricom customer service.
2024-12-27 16:51:14,@tech7905,9.772767000845502e+18,Safaricom bundles ziko bei mbaya bana 😥,negative,safaricom bundles ziko bei mbaya bana :sad_but_relieved_face:
2023-07-24 08:19:43,@tech8499,8.833672018968967e+18,Safaricom's internet speed haiko reliable. Frustrating sana! 🫤,negative,safaricom's internet speed haiko reliable. frustrating sana! :face_with_diagonal_mouth:
2025-04-01 20:47:29,@tech8762,9.111617651509334e+18,Bei ya billing imepanda tena shida 😡,negative,bei ya billing imepanda tena shida :enraged_face:
2025-03-04 15:08:50,@mombasa6840,6.936315164418335e+18,Best network provider thanks to excellent billing kupenda pesa msee!,positive,best network provider thanks to excellent billing kupenda pesa msee!
2023-12-20 10:50:21,@tech3333,8.083194520773148e+18,Unhappy na support quality from Safaricom. Si poa! 💀,negative,unhappy na support quality from safaricom. si poa! :skull:
2024-06-03 20:19:47,@customer3202,5.93667913960322e+18,Thumbs up kwa support yao poa,positive,thumbs up kwa support yao poa
2023-07-20 15:33:22,@mombasa1607,6.447145756764423e+18,Hii customer service ya Safaricom iko aje bana? 🤔,neutral,hii customer service ya safaricom iko aje bana? :thinking_face:
2024-05-27 06:11:59,@tech9289,1.9394841652475948e+18,Best network provider thanks to excellent innovations haraka haraka afford!,positive,best network provider thanks to excellent innovations haraka haraka afford!
2023-10-01 16:16:11,@customer4448,3.935622266141016e+18,Neutral opinion juu ya Safricom's Bonga Points. 📱,neutral,neutral opinion juu ya safricom's bonga points. :mobile_phone:
2023-03-13 03:57:49,@nairobi2987,5.963220788808737e+18,Shida ya bei ya M-Pesa omoka simu omoka,negative,shida ya bei ya m-pesa omoka simu omoka
2023-07-25 12:56:35,@kenyan4230,5.842470598497385e+18,SAFARICOM NETWORK QUALITY NI BEI GANI? RADA 💭,neutral,safaricom network quality ni bei gani? rada :thought_balloon:
2025-03-05 16:24:03,@tech5401,6.05968332553457e+18,network quality ni bei mbaya sana bana 💀,negative,network quality ni bei mbaya sana bana :skull:
2024-11-06 03:46:21,@user3530,1.9807633858499607e+18,Discussing internet speed na @safaricom_care. msee? ℹ️,neutral,discussing internet speed na . msee? :information:
2024-01-14 18:56:27,@nairobi8624,1.859776315887984e+18,"@Safaricom_Care, mbona internet speed iko sloooow mtandao? Fix it bana! 😒",negative,", mbona internet speed iko sloooow mtandao? fix it bana! :unamused_face:"
2025-03-15 05:39:55,@mombasa3144,8.062103731152736e+18,Safaricom bundles update: what's new bana?,neutral,safaricom bundles update: what's new bana?
2023-10-27 19:00:03,@nairobi4393,9.138609873542302e+18,Positive vibes for @Safaricom_Care's handling of innovations. Sawa sana! 😊,positive,positive vibes for 's handling of innovations. sawa sana! :smiling_face_with_smiling_eyes:
2023-03-17 19:45:54,@mombasa9745,6.906016598147446e+18,Positive vibes for @Safaricom_Care's handling of mtandao. Sawa sana! 🔥,positive,positive vibes for 's handling of mtandao. sawa sana! :fire:
2023-06-12 19:21:14,@user3803,2.5424558994095514e+18,Checking out coverage options na Safricom. Kuna nini kupenda? 📱,neutral,checking out coverage options na safricom. kuna nini kupenda? :mobile_phone:
2023-04-05 08:18:30,@tech6760,5.08045991378929e+18,How to check M-Pesa balance?,neutral,how to check m-pesa balance?
2025-12-21 02:58:24,@nairobi2430,4.497923530917294e+18,How does Safaricom's coverage work sawa fair rada?,neutral,how does safaricom's coverage work sawa fair rada?
2025-04-12 20:37:51,@kenyan6742,3.777726298117487e+18,Not worth the bei bei tena poa 🫤,negative,not worth the bei bei tena poa :face_with_diagonal_mouth:
2024-12-23 07:57:23,@customer1615,2.346806253846402e+18,@SafaricomPLC has the best customer service in Kenya. Thumbs up mtandao! 👏,positive,has the best customer service in kenya. thumbs up mtandao! :clapping_hands:
2025-03-10 14:30:45,@tech1086,5.377772425809268e+18,Safricom Bonga Points facts na figures. ℹ️,neutral,safricom bonga points facts na figures. :information:
2024-01-22 08:46:07,@kenyan4106,5.718629624416597e+18,Bei ya bundles ni kiasi gani? 💭,neutral,bei ya bundles ni kiasi gani? :thought_balloon:
2023-10-13 07:03:16,@user7763,2.84878215494548e+18,support from Safaricom is amazing! Very satisfied mbaya mtandao mtandao. 😂,positive,support from safaricom is amazing! very satisfied mbaya mtandao mtandao. :face_with_tears_of_joy:
2024-06-26 08:08:51,@mombasa5685,5.001994862855501e+18,Innovations ni bei mbaya sana bana,negative,innovations ni bei mbaya sana bana
2024-02-05 20:24:49,@customer6816,9.504647811962767e+18,Bei ya bundles ni kiasi gani?,neutral,bei ya bundles ni kiasi gani?
2023-06-14 09:21:00,@mombasa3247,5.961558401330488e+18,Loving the value in bundles bana ❤️,positive,loving the value in bundles bana :red_heart:
2025-07-20 09:53:00,@tech4655,5.039808267653358e+18,Loving the value in app usability bana,positive,loving the value in app usability bana
2024-03-25 14:12:34,@customer6445,3.167225132572534e+18,Can't stand the high prices for network quality,negative,can't stand the high prices for network quality
2023-07-18 09:26:29,@tech3838,6.062040833118672e+18,Unhappy na app usability quality from Safaricom. Si poa! 🫤,negative,unhappy na app usability quality from safaricom. si poa! :face_with_diagonal_mouth:
2024-01-05 21:07:05,@user5595,1.6149224166759345e+18,Constantly having issues na innovations. Not good mtandao fair haraka! 😭,negative,constantly having issues na innovations. not good mtandao fair haraka! :loudly_crying_face:
2024-04-18 03:50:07,@kenyan7503,8.879481288072133e+18,Happy na my network quality from Safaricom. 5 stars bana! 🔥,positive,happy na my network quality from safaricom. 5 stars bana! :fire:
2023-03-24 18:42:39,@nairobi3275,5.345404674629459e+18,SOLID MTANDAO FROM SAFARICOM GHALI WORTH MSEE,positive,solid mtandao from safaricom ghali worth msee
2024-07-10 19:46:54,@nairobi6884,1.4316913787905487e+18,Bei ya bundles ni kiasi gani? ℹ️,neutral,bei ya bundles ni kiasi gani? :information:
2024-03-24 23:20:35,@mombasa9416,6.225258826572324e+18,coverage from Safaricom is amazing! Very satisfied iko. 🤩,positive,coverage from safaricom is amazing! very satisfied iko. :star-struck:
2025-07-25 12:07:11,@kenyan2431,2.117864086776666e+18,Safaricom's internet speed haiko reliable. Frustrating sana!,negative,safaricom's internet speed haiko reliable. frustrating sana!
2024-06-21 21:07:36,@kenyan4073,1.86906202321656e+18,Can't stand the high prices for promotions,negative,can't stand the high prices for promotions
2025-08-10 08:13:40,@nairobi3163,9.300349344032168e+18,Safricom innovations facts na figures. 🤔,neutral,safricom innovations facts na figures. :thinking_face:
2024-07-02 14:08:00,@customer6583,1.7743979226536315e+18,Looking for details on customer service from safaricom shida mtandao kupenda. 💭,neutral,looking for details on customer service from safaricom shida mtandao kupenda. :thought_balloon:
2024-05-20 02:48:15,@customer8172,5.995289053048407e+18,Safaricom bundles ziko bei mbaya bana 💀,negative,safaricom bundles ziko bei mbaya bana :skull:
2024-06-27 15:10:03,@tech1824,3.739968229561997e+18,Bei high lakini service slow 🙄,negative,bei high lakini service slow :face_with_rolling_eyes:
2023-06-11 17:03:10,@user7310,3.7060316880897766e+18,Unhappy na bundles quality from Safaricom. Si poa! 🫤,negative,unhappy na bundles quality from safaricom. si poa! :face_with_diagonal_mouth:
2026-01-31 19:46:01,@its_karush,2.017685822820979e+18,Whoever removed human interface on Safaricom Customer care didnt mean well for the customers. I have tried getting @Safaricom_Care @SafaricomPLC for 3 hours in vain. Getting hold of them seems like selling narcotics in a police station.,negative,whoever removed human interface on safaricom customer care didnt mean well for the customers. i have tried getting for 3 hours in vain. getting hold of them seems like selling narcotics in a police station.
2024-10-04 08:08:29,@kenyan3544,8.005889646853104e+18,Unhappy na app usability quality from safricom. si poa!,negative,unhappy na app usability quality from safricom. si poa!
2025-05-04 21:27:46,@nairobi5513,9.98790785418101e+18,Inquiring about coverage services at @SafaricomPLC ghali. 📱,neutral,inquiring about coverage services at ghali. :mobile_phone:
2025-11-04 02:55:53,@kenyan3229,4.1074845169729633e+18,Safricom's innovations is overpriced na underdelivers msee.,negative,safricom's innovations is overpriced na underdelivers msee.
2023-06-05 07:53:13,@mombasa1921,7.364438383776186e+18,Hii internet speed ya Safaricom iko aje bana? 📱,neutral,hii internet speed ya safaricom iko aje bana? :mobile_phone:
2023-10-03 13:25:19,@nairobi4858,6.109148611060526e+18,Complaining juu ya poor mtandao service from Safaricom. Shida tena! 🫤,negative,complaining juu ya poor mtandao service from safaricom. shida tena! :face_with_diagonal_mouth:
2023-05-12 16:29:59,@tech7338,5.913746639224116e+18,"@SafaricomPLC, your innovations is terrible. Do better ghali! 🫤",negative,", your innovations is terrible. do better ghali! :face_with_diagonal_mouth:"
2025-08-15 05:33:32,@mombasa1746,5.422942207771433e+18,promotions inagonga mfuko mbaya 😭,negative,promotions inagonga mfuko mbaya :loudly_crying_face:
2024-04-21 15:32:48,@mombasa1784,4.31594814044192e+18,Safricom mtandao facts na figures.,neutral,safricom mtandao facts na figures.
2025-03-01 08:26:19,@nairobi5681,3.2723478958854584e+18,Safaricom ni poa tu tena poa simu 👏,positive,safaricom ni poa tu tena poa simu :clapping_hands:
2025-10-06 13:42:55,@mombasa5739,4.049078421448333e+18,Safricom promotions ni bei gani? sana 📱,neutral,safricom promotions ni bei gani? sana :mobile_phone:
2023-06-18 15:11:05,@user9048,4.878242620563782e+18,M-Pesa service ni pathetic. Fix your stuff Safaricom mbaya haraka sawa! 🫤,negative,m-pesa service ni pathetic. fix your stuff safaricom mbaya haraka sawa! :face_with_diagonal_mouth:
2023-04-04 17:47:29,@mombasa6316,9.5988758386814e+18,Ghali kuliko competitors bana,negative,ghali kuliko competitors bana
2025-08-19 18:34:52,@user7261,8.169409760661446e+18,Safaricom innovations availability msee bana iko 💭,neutral,safaricom innovations availability msee bana iko :thought_balloon:
2023-04-13 13:10:57,@mombasa4165,2.700218127793732e+18,Thanks @SafricomPLC for the awesome Bonga Points experience. Poa kabisa! 🔥,positive,thanks for the awesome bonga points experience. poa kabisa! :fire:
2023-07-11 20:56:04,@customer6562,1.196145383562413e+18,Solid bundels from Safricom ghali worth ghali 👍,positive,solid bundels from safricom ghali worth ghali :thumbs_up:
2024-02-26 23:48:33,@user5257,9.855360735149349e+18,Question juu ya internet speed from @SafaricomPLC. Naweza sawa pesa poa? 💭,neutral,question juu ya internet speed from . naweza sawa pesa poa? :thought_balloon:
2025-11-25 03:11:09,@mombasa7747,8.837694826834757e+18,Question about Bonga Points activation,neutral,question about bonga points activation
2025-03-23 08:54:46,@kenyan1874,4.321498352616249e+18,Expensive sana hii data msee ghali pesa,negative,expensive sana hii data msee ghali pesa
2023-05-04 00:22:52,@user8266,2.5882431483290706e+18,Anyone using the new internet speed feature afford? 🤔,neutral,anyone using the new internet speed feature afford? :thinking_face:
2023-10-04 20:24:50,@tech2663,1.5024846907540255e+18,Constantly having issues na mtandao. not good pesa bana tena!,negative,constantly having issues na mtandao. not good pesa bana tena!
2025-03-19 04:04:32,@tech7035,8.319656812545492e+18,app usability from Safaricom is amazing! Very satisfied shida dem mtandao. ❤️,positive,app usability from safaricom is amazing! very satisfied shida dem mtandao. :red_heart:
2023-01-01 14:47:12,@user3805,2.100891918884084e+18,Safaricom customer service inatosha vizuri msee rada bei 🤩,positive,safaricom customer service inatosha vizuri msee rada bei :star-struck:
2023-04-01 14:19:57,@customer4137,6.76623203692599e+18,Safricom Bonga Points ni bei gani? fair ghali worth ℹ️,neutral,safricom bonga points ni bei gani? fair ghali worth :information:
2025-11-05 02:48:58,@tech1203,1.7509941030087404e+18,Bundles ziko sawa ghali ghali shida,positive,bundles ziko sawa ghali ghali shida
2025-12-08 00:15:21,@user1013,9.224308030964886e+18,I like customer service ya Safaricom sana afford afford 😂,positive,i like customer service ya safaricom sana afford afford :face_with_tears_of_joy:
2025-08-25 06:26:56,@nairobi6612,5.130006516793198e+18,Bei ya network quality imepanda tena shida 😤,negative,bei ya network quality imepanda tena shida :face_with_steam_from_nose:
2025-11-17 17:09:34,@nairobi9947,7.576524912901586e+18,Inquiring about network quality services at @SafaricomPLC haraka dem mtandao. 🤔,neutral,inquiring about network quality services at haraka dem mtandao. :thinking_face:
2023-10-14 02:32:29,@kenyan6110,3.492284953645567e+18,Innovations service ni pathetic. fix your stuff safaricom msee poa sawa! 😭,negative,innovations service ni pathetic. fix your stuff safaricom msee poa sawa! :loudly_crying_face:
2023-11-16 22:40:51,@kenyan6218,4.013351943959547e+18,Bad experience na coverage at @Safaricom_Care. Mbaya!,negative,bad experience na coverage at . mbaya!
2023-04-03 12:16:11,@kenyan2232,1.2126186793134408e+18,Thanks @SafaricomPLC for the awesome app usability experience. Poa kabisa! 😁,positive,thanks for the awesome app usability experience. poa kabisa! :beaming_face_with_smiling_eyes:
2023-01-25 09:32:33,@nairobi1391,3.218253886005141e+18,Not worth the bei tena worth sana,negative,not worth the bei tena worth sana
2025-11-11 08:01:15,@kenyan5960,4.996384786319909e+18,HOW DOES SAFARICOM'S BUNDLES WORK HARAKA? ℹ️,neutral,how does safaricom's bundles work haraka? :information:
2025-09-10 08:20:25,@mombasa3609,2.1026500275816653e+18,Super happy na how safaricom handles app usability. poa! 😍,positive,super happy na how safaricom handles app usability. poa! :smiling_face_with_heart-eyes:
2023-04-16 19:48:38,@kenyan9514,9.64828919224172e+18,App yao inafurahisha worth simu bana,positive,app yao inafurahisha worth simu bana
2025-04-20 22:16:32,@mombasa6136,8.481544443803545e+18,Question about customer service activation 🤔,neutral,question about customer service activation :thinking_face:
2023-12-03 03:14:31,@customer6781,4.982892466493886e+18,Just saw ad juu ya Safaricom billing. 😐,neutral,just saw ad juu ya safaricom billing. :neutral_face:
2025-08-05 20:29:40,@customer2468,3.3981879236342825e+18,Bei ya bundles ni kiasi gani? 📱,neutral,bei ya bundles ni kiasi gani? :mobile_phone:
2025-08-25 16:27:28,@nairobi3694,1.7538226102549092e+18,Safaricom network quality issues tena. Nimechoka na hii! 🫤,negative,safaricom network quality issues tena. nimechoka na hii! :face_with_diagonal_mouth:
2024-11-17 05:03:54,@kenyan7783,6.307264835725836e+18,Safaricom bundles too costly rada mtandao poa 😥,negative,safaricom bundles too costly rada mtandao poa :sad_but_relieved_face:
